,Zip Code,Number of Stations,Average AGI,Number of Connectors,AGI Range,Percentage of Total Zips
740,30350,5,117646.91,7.0,100k-125k,7.38
741,85018,5,134457.32,12.0,125k-150k,3.78
742,49512,5,53066.67,15.0,50k-75k,37.0
743,97116,5,59027.04,9.0,50k-75k,37.0
744,12305,5,37592.89,10.0,<50k,28.25
745,95407,5,44195.43,11.0,<50k,28.25
746,91320,5,111671.33,12.0,100k-125k,7.38
747,37087,5,58581.0,12.0,50k-75k,37.0
748,96734,5,87170.74,10.0,75k-100k,15.33
749,22902,5,92780.23,10.0,75k-100k,15.33
750,94539,5,187836.93,53.0,175k+,5.88
751,33172,5,36510.32,10.0,<50k,28.25
752,91950,5,35227.5,8.0,<50k,28.25
753,90808,5,86783.35,15.0,75k-100k,15.33
754,02118,5,150899.34,17.0,150k-175k,1.78
755,89511,5,150068.82,15.0,150k-175k,1.78
756,02840,5,75445.37,9.0,75k-100k,15.33
757,91203,5,59313.17,14.0,50k-75k,37.0
758,92705,5,120722.59,24.0,100k-125k,7.38
759,32751,5,102665.36,12.0,100k-125k,7.38
760,90710,5,52486.8,23.0,50k-75k,37.0
761,32561,5,144792.27,5.0,125k-150k,3.78
762,30253,5,54343.740000000005,10.0,50k-75k,37.0
763,30188,5,72222.98,9.0,50k-75k,37.0
764,93103,5,75846.26,16.0,75k-100k,15.33
765,05676,5,61225.56,10.0,50k-75k,37.0
766,37408,5,73679.0,12.0,50k-75k,37.0
767,79902,5,54369.37999999999,13.0,50k-75k,37.0
768,37902,5,110381.43999999999,12.0,100k-125k,7.38
769,96002,5,49468.58,7.0,<50k,28.25
770,85704,5,65231.95,12.0,50k-75k,37.0
771,80517,5,76281.7,14.0,75k-100k,15.33
772,06405,5,88337.19,14.0,75k-100k,15.33
773,37066,5,68069.15,7.0,50k-75k,37.0
774,98006,5,158930.38,8.0,150k-175k,1.78
775,25411,5,44687.05,16.0,<50k,28.25
776,85286,5,97742.12,21.0,75k-100k,15.33
777,48910,5,37298.27,5.0,<50k,28.25
778,84070,5,55963.43000000001,18.0,50k-75k,37.0
779,33767,5,227342.99,8.0,175k+,5.88
780,45227,5,65706.27,9.0,50k-75k,37.0
781,07677,5,227134.10999999996,31.0,175k+,5.88
782,89106,5,30822.15,15.0,<50k,28.25
783,27870,5,41329.86,8.0,<50k,28.25
784,90212,5,353543.51,18.0,175k+,5.88
785,02370,5,59377.41000000001,7.0,50k-75k,37.0
786,94541,5,54232.2,23.0,50k-75k,37.0
787,91360,5,90241.92,18.0,75k-100k,15.33
788,92024,5,142458.31,16.0,125k-150k,3.78
789,60654,5,195479.92,14.0,175k+,5.88
790,33706,5,117517.87,12.0,100k-125k,7.38
791,80601,5,57020.06999999999,12.0,50k-75k,37.0
792,92591,5,68425.85,17.0,50k-75k,37.0
793,92270,5,125142.46,18.0,125k-150k,3.78
794,78666,5,42503.09,18.0,<50k,28.25
795,93013,5,82471.03,12.0,75k-100k,15.33
796,29631,5,72403.78,9.0,50k-75k,37.0
797,27516,5,103358.37,11.0,100k-125k,7.38
798,30525,5,46067.43,8.0,<50k,28.25
799,27215,5,59431.79,17.0,50k-75k,37.0
800,90745,5,48927.9,8.0,<50k,28.25
801,20878,5,110353.1,10.0,100k-125k,7.38
802,94549,5,272289.17,11.0,175k+,5.88
803,96816,5,78279.02,9.0,75k-100k,15.33
804,04843,5,76778.36,5.0,75k-100k,15.33
805,02554,5,88143.95,11.0,75k-100k,15.33
806,95678,5,64446.89,21.0,50k-75k,37.0
807,92562,5,75338.42,17.0,75k-100k,15.33
808,85282,5,49561.23,13.0,<50k,28.25
809,94542,5,104223.44,44.0,100k-125k,7.38
810,21209,5,101105.7,18.0,100k-125k,7.38
811,33019,5,147087.97,8.0,125k-150k,3.78
812,55416,5,109937.49000000002,15.0,100k-125k,7.38
813,37923,5,57139.25,12.0,50k-75k,37.0
814,05255,5,81270.09,12.0,75k-100k,15.33
815,92234,5,40352.63,8.0,<50k,28.25
816,19958,5,84544.58,12.0,75k-100k,15.33
817,83704,5,44788.23,8.0,<50k,28.25
818,98125,5,70923.48,14.0,50k-75k,37.0
819,28786,5,49265.55,13.0,<50k,28.25
820,95482,5,52986.95,17.0,50k-75k,37.0
821,28731,5,69966.58,10.0,50k-75k,37.0
822,92008,5,92843.69,17.0,75k-100k,15.33
823,91302,5,280166.56,14.0,175k+,5.88
824,92324,5,39217.11,8.0,<50k,28.25
825,29526,5,41946.04,8.0,<50k,28.25
826,28804,5,85753.22,10.0,75k-100k,15.33
827,95669,5,67448.72,10.0,50k-75k,37.0
828,54304,5,46471.41,7.0,<50k,28.25
829,02110,5,711905.45,36.0,175k+,5.88
830,87507,5,43264.79,15.0,<50k,28.25
831,81621,5,87712.24,16.0,75k-100k,15.33
832,60048,5,182163.34,9.0,175k+,5.88
833,32901,5,40363.24,8.0,<50k,28.25
834,06492,5,74009.72,12.0,50k-75k,37.0
835,96701,5,68013.97,9.0,50k-75k,37.0
836,06824,5,208293.69,10.0,175k+,5.88
837,12110,5,74410.89,6.0,50k-75k,37.0
838,60515,5,111420.58,9.0,100k-125k,7.38
839,54913,5,104943.57000000002,10.0,100k-125k,7.38
840,97071,5,42298.53,18.0,<50k,28.25
841,98134,5,175382.35,13.0,175k+,5.88
842,13090,5,61184.719999999994,7.0,50k-75k,37.0
843,80002,5,59010.81,16.0,50k-75k,37.0
844,97367,5,46311.47,18.0,<50k,28.25
845,96744,5,71336.94,11.0,50k-75k,37.0
846,95472,5,93691.69,16.0,75k-100k,15.33
847,27278,5,76092.37,15.0,75k-100k,15.33
848,84104,5,33824.35,36.0,<50k,28.25
849,97701,5,57063.780000000006,9.0,50k-75k,37.0
850,95131,5,94902.84,34.0,75k-100k,15.33
851,10017,5,426012.13,10.0,175k+,5.88
852,48092,5,45888.05,60.0,<50k,28.25
853,93546,5,60492.66000000001,21.0,50k-75k,37.0
854,78719,5,34326.25,26.0,<50k,28.25
855,81301,5,75289.18,16.0,75k-100k,15.33
856,98926,5,54371.41000000001,13.0,50k-75k,37.0
857,92220,5,48377.99,10.0,<50k,28.25
858,12804,5,66577.82,15.0,50k-75k,37.0
859,04043,5,73769.78,8.0,50k-75k,37.0
860,15090,5,150050.48,10.0,150k-175k,1.78
861,98444,5,38335.11,8.0,<50k,28.25
862,94590,5,43272.36,29.0,<50k,28.25
863,90034,5,70546.59,16.0,50k-75k,37.0
864,94501,5,87360.66,17.0,75k-100k,15.33
865,07094,5,93937.39,8.0,75k-100k,15.33
866,37363,5,84441.0,17.0,75k-100k,15.33
867,01581,5,120903.55,8.0,100k-125k,7.38
868,20817,5,276345.43,12.0,175k+,5.88
869,37219,5,99023.33,13.0,75k-100k,15.33
870,95677,5,74768.15,18.0,50k-75k,37.0
871,85003,5,69359.36,15.0,50k-75k,37.0
872,90501,5,61108.490000000005,15.0,50k-75k,37.0
873,37922,5,131633.95,9.0,125k-150k,3.78
874,98382,5,61513.0,14.0,50k-75k,37.0
875,19104,5,36926.2,14.0,<50k,28.25
876,55104,5,54382.6,8.0,50k-75k,37.0
877,98662,5,53963.18000000001,8.0,50k-75k,37.0
878,29501,5,63701.62999999999,24.0,50k-75k,37.0
879,20002,5,74251.53,6.0,50k-75k,37.0
880,97035,5,117464.93999999999,11.0,100k-125k,7.38
881,23666,5,46629.71,10.0,<50k,28.25
882,97031,5,66543.14,11.0,50k-75k,37.0
883,94129,5,520557.14,14.0,175k+,5.88
884,12561,5,72335.53,14.0,50k-75k,37.0
885,70802,5,26798.370000000003,10.0,<50k,28.25
886,45701,5,60474.58999999999,9.0,50k-75k,37.0
887,29407,5,61691.469999999994,8.0,50k-75k,37.0
888,02134,5,46863.08,7.0,<50k,28.25
889,70808,5,105786.92,15.0,100k-125k,7.38
890,21044,5,93171.59,12.0,75k-100k,15.33
891,97128,5,54015.46,7.0,50k-75k,37.0
892,33324,5,79529.0,15.0,75k-100k,15.33
893,90712,5,70679.5,11.0,50k-75k,37.0
894,98516,5,72586.54,19.0,50k-75k,37.0
895,33154,5,367636.23,10.0,175k+,5.88
896,90806,5,39684.57,9.0,<50k,28.25
897,23219,5,187822.87,9.0,175k+,5.88
898,60062,5,179954.48,14.0,175k+,5.88
899,64507,5,46664.07,18.0,<50k,28.25
900,95837,5,124153.85,28.0,100k-125k,7.38
901,31201,5,41458.33,14.0,<50k,28.25
902,10029,5,51764.99,11.0,50k-75k,37.0
903,79925,5,43280.45,12.0,<50k,28.25
904,81601,5,67372.55,13.0,50k-75k,37.0
905,98371,5,67741.9,12.0,50k-75k,37.0
906,85718,5,145201.18,10.0,125k-150k,3.78
907,20904,5,65523.17,11.0,50k-75k,37.0
908,32550,5,173979.52,5.0,150k-175k,1.78
909,10010,5,231156.75,10.0,175k+,5.88
910,27604,5,48268.16,12.0,<50k,28.25
911,20190,5,122627.25,14.0,100k-125k,7.38
912,30030,5,108673.04,13.0,100k-125k,7.38
913,30066,5,78597.87,10.0,75k-100k,15.33
914,91709,5,87024.94,10.0,75k-100k,15.33
915,90056,5,93075.49,15.0,75k-100k,15.33
916,01852,5,50287.99,8.0,50k-75k,37.0
917,33156,5,275931.88,13.0,175k+,5.88
918,94510,5,94679.02,16.0,75k-100k,15.33
919,98204,5,45495.25,9.0,<50k,28.25
920,87505,5,75811.18,8.0,75k-100k,15.33
921,92211,5,80067.9,10.0,75k-100k,15.33
922,02472,5,83132.82,12.0,75k-100k,15.33
923,29615,5,78243.01,9.0,75k-100k,15.33
924,90277,5,123980.74000000002,9.0,100k-125k,7.38
925,15146,5,61289.98,9.0,50k-75k,37.0
926,78723,5,53242.25,23.0,50k-75k,37.0
927,98273,5,54760.259999999995,13.0,50k-75k,37.0
928,98029,5,131407.14,13.0,125k-150k,3.78
929,93405,5,73182.47,19.0,50k-75k,37.0
930,20912,5,64469.780000000006,16.0,50k-75k,37.0
931,12206,5,32529.5,8.0,<50k,28.25
932,48093,5,46505.44,18.0,<50k,28.25
933,30346,5,85690.79,14.0,75k-100k,15.33
934,90049,5,407562.26,27.0,175k+,5.88
935,93023,5,87775.43,14.0,75k-100k,15.33
936,92782,5,127011.06000000001,13.0,125k-150k,3.78
937,99801,5,70878.06,7.0,50k-75k,37.0
938,98226,5,63930.19,9.0,50k-75k,37.0
939,53718,4,67630.67,7.0,50k-75k,37.0
940,75075,4,73794.97,8.0,50k-75k,37.0
941,37919,4,135958.49,9.0,125k-150k,3.78
942,29379,4,36942.21,8.0,<50k,28.25
943,10591,4,128871.32,18.0,125k-150k,3.78
944,50309,4,63682.64,12.0,50k-75k,37.0
945,53207,4,51019.15,11.0,50k-75k,37.0
946,02111,4,226259.78,11.0,175k+,5.88
947,60453,4,57416.35,7.0,50k-75k,37.0
948,78738,4,219481.1,10.0,175k+,5.88
949,32750,4,57188.79,8.0,50k-75k,37.0
950,94401,4,85588.33,14.0,75k-100k,15.33
951,97213,4,69269.11,11.0,50k-75k,37.0
952,32804,4,105858.32,7.0,100k-125k,7.38
953,95825,4,47629.61,24.0,<50k,28.25
954,61704,4,89187.39,8.0,75k-100k,15.33
955,90230,4,90107.9,38.0,75k-100k,15.33
956,93460,4,130472.98,7.0,125k-150k,3.78
957,43201,4,43866.07,6.0,<50k,28.25
958,60714,4,56616.6,7.0,50k-75k,37.0
959,93455,4,70225.96,7.0,50k-75k,37.0
960,52806,4,50623.47,5.0,50k-75k,37.0
961,02453,4,67235.51,12.0,50k-75k,37.0
962,32720,4,49081.29,7.0,<50k,28.25
963,78751,4,62653.44,7.0,50k-75k,37.0
964,32780,4,51049.4,6.0,50k-75k,37.0
965,33140,4,331963.92,5.0,175k+,5.88
966,01523,4,88912.66,6.0,75k-100k,15.33
967,12901,4,50133.68,13.0,50k-75k,37.0
968,04609,4,60769.4,6.0,50k-75k,37.0
969,53716,4,65300.19,7.0,50k-75k,37.0
970,03833,4,93102.97,8.0,75k-100k,15.33
971,98026,4,81057.41,8.0,75k-100k,15.33
972,37040,4,43090.52,8.0,<50k,28.25
973,20877,4,48808.85,6.0,<50k,28.25
974,64120,4,36820.0,22.0,<50k,28.25
975,78626,4,58007.82,12.0,50k-75k,37.0
976,92780,4,56231.93,10.0,50k-75k,37.0
977,03581,4,51401.83,6.0,50k-75k,37.0
978,03860,4,56863.52,9.0,50k-75k,37.0
979,78230,4,93233.4,9.0,75k-100k,15.33
980,05495,4,88184.31,7.0,75k-100k,15.33
981,30075,4,131357.74,4.0,125k-150k,3.78
982,55802,4,87800.0,20.0,75k-100k,15.33
983,30092,4,81805.08,10.0,75k-100k,15.33
984,05452,4,69463.59,6.0,50k-75k,37.0
985,92821,4,79741.95,15.0,75k-100k,15.33
986,90621,4,49444.11,11.0,<50k,28.25
987,02109,4,409242.65,12.0,175k+,5.88
988,89101,4,33953.8,17.0,<50k,28.25
989,22901,4,98499.38,9.0,75k-100k,15.33
990,97062,4,83968.25,13.0,75k-100k,15.33
991,80304,4,132394.84,8.0,125k-150k,3.78
992,28405,4,69267.94,15.0,50k-75k,37.0
993,03110,4,142190.44,7.0,125k-150k,3.78
994,33432,4,306261.06,6.0,175k+,5.88
995,85711,4,40452.1,8.0,<50k,28.25
996,33619,4,33215.3,7.0,<50k,28.25
997,55401,4,142684.91,9.0,125k-150k,3.78
998,93644,4,55920.15,9.0,50k-75k,37.0
999,01701,4,96130.64,10.0,75k-100k,15.33
1000,36117,4,70889.45,8.0,50k-75k,37.0
1001,91362,4,174403.12,7.0,150k-175k,1.78
1002,31021,4,48559.1,8.0,<50k,28.25
1003,29910,4,76871.89,10.0,75k-100k,15.33
1004,07052,4,104820.16,10.0,100k-125k,7.38
1005,90038,4,47460.4,51.0,<50k,28.25
1006,80023,4,143787.32,18.0,125k-150k,3.78
1007,30517,4,91289.38,16.0,75k-100k,15.33
1008,65301,4,44818.15,24.0,<50k,28.25
1009,98260,4,85286.57,6.0,75k-100k,15.33
1010,54401,4,59529.22,6.0,50k-75k,37.0
1011,98503,4,51853.19,14.0,50k-75k,37.0
1012,77550,4,53167.21,7.0,50k-75k,37.0
1013,46304,4,72495.71,8.0,50k-75k,37.0
1014,93535,4,35547.1,9.0,<50k,28.25
1015,85712,4,43850.0,8.0,<50k,28.25
1016,80920,4,77029.79,10.0,75k-100k,15.33
1017,33870,4,36728.55,7.0,<50k,28.25
1018,04330,4,46601.83,13.0,<50k,28.25
1019,30260,4,30182.11,6.0,<50k,28.25
1020,93313,4,52678.73,7.0,50k-75k,37.0
1021,98642,4,104220.87,5.0,100k-125k,7.38
